          word      pv  ratio             period   sim
0   觉醒年代为什么不播了   11022     75  20200719|20210314  4094
1      觉醒年代演员表   58496    109  20200719|20210314  3405
2   觉醒年代免费观看全集  100988    131  20200719|20210314  2571
3           张桐   28674    130  20200719|20210314  2180
4          王鹏凯    9380    118  20200719|20210314  2072
5          周显欣   17450    114  20200719|20210314  1712
6          张晚意   11632     96  20200719|20210314  1630
7         朱刚日尧   10726    122  20200719|20210314  1613
8          马少骅   17466     98  20200719|20210314  1554
9           觉醒   22536    104  20200719|20210314  1458
10         侯京健   14438     91  20200719|20210314  1219
11          曹磊   11800    111  20200719|20210314  1180
12         陈独秀  725794    150  20200719|20210314  1081
13         于和伟  167576    127  20200719|20210314   964
14         张思乐   13076     97  20200719|20210314   845
15         夏德俊    3184    123  20200719|20210314   757
16         张永新    3100    111  20200719|20210314   741
17         李大钊  480448    160  20200719|20210314   699
18          杨杏    3850     87  20200719|20210314   674
19   觉醒电视剧全集免费    2962     91  20200719|20210314   647
20         张丰载   48218     94  20200719|20210314   638
21         蔡元培  226554    130  20200719|20210314   593
22          牟星   17980     94  20200719|20210314   591
23         陈延年  214598    117  20200719|20210314   569
24          胡适  299918    148  20200719|20210314   569
25         郭心刚  109820    410  20200719|20210314   494
26         辜鸿铭  113224    133  20200719|20210314   484
27    我们的法兰西岁月    5076    125  20200719|20210314   462
28         武笑羽    6068     99  20200719|20210314   428
29         张光北   39048    149  20200719|20210314   415
