          word       pv  ratio             period   sim
0   觉醒年代免费观看全集   115552    114  20200719|20210321  3212
1      觉醒年代演员表   104134    178  20200719|20210321  3007
2          张晚意    28608    246  20200719|20210321  2993
3           张桐    48002    167  20200719|20210321  2727
4         觉醒时代    45258    140  20200719|20210321  2095
5          周显欣    28970    166  20200719|20210321  2072
6          王鹏凯    12380    132  20200719|20210321  2067
7   觉醒年代为什么不播了     4474     41  20200719|20210321  1889
8         朱刚日尧    17722    165  20200719|20210321  1699
9           曹磊    21942    186  20200719|20210321  1577
10         马少骅    21270    122  20200719|20210321  1575
11   觉醒年代一共多少集    27956    637  20200719|20210321  1461
12         于和伟   163356     97  20200719|20210321  1445
13         陈独秀  1390796    192  20200719|20210321  1420
14         侯京健    20164    140  20200719|20210321  1199
15          觉醒    28852    128  20200719|20210321  1172
16         夏德俊     7230    227  20200719|20210321  1058
17         张思乐    16866    129  20200719|20210321   957
18         陈延年   433836    202  20200719|20210321   831
19         张永新     5884    190  20200719|20210321   762
20         李大钊   705184    147  20200719|20210321   744
21          杨杏     7296    190  20200719|20210321   736
22    我们的法兰西岁月    10396    205  20200719|20210321   680
23         武笑羽     6526    108  20200719|20210321   648
24         张丰载    49874    103  20200719|20210321   628
25         张光北    30808     79  20200719|20210321   608
26          胡适   415188    138  20200719|20210321   580
27          牟星    18510    103  20200719|20210321   551
28         毕彦君     8898    103  20200719|20210321   508
29         辜鸿铭   153842    136  20200719|20210321   507
