          word      pv  ratio             period   sim
0          张晚意   25634     90  20200719|20210328  3537
1           张桐   41742     87  20200719|20210328  2956
2   觉醒年代免费观看全集  131994    114  20200719|20210328  2725
3         觉醒时代   49214    109  20200719|20210328  2600
4      觉醒年代演员表   77008     74  20200719|20210328  2268
5          周显欣   21914     76  20200719|20210328  2153
6          王鹏凯    6904     56  20200719|20210328  2097
7         朱刚日尧   16954     96  20200719|20210328  2054
8           曹磊   23096    105  20200719|20210328  2012
9          马少骅   21746    102  20200719|20210328  1704
10         于和伟  136478     84  20200719|20210328  1505
11          觉醒   26670     92  20200719|20210328  1379
12         陈独秀  883440     64  20200719|20210328  1379
13         夏德俊    5406     75  20200719|20210328  1334
14         侯京健   14348     71  20200719|20210328  1313
15         张思乐   13608     81  20200719|20210328  1177
16  觉醒年代为什么不播了    1960     44  20200719|20210328  1136
17         武笑羽    7050    108  20200719|20210328   989
18         陈延年  248982     57  20200719|20210328   860
19         李大钊  644500     91  20200719|20210328   742
20          杨杏    5076     70  20200719|20210328   737
21         毕彦君    9252    104  20200719|20210328   726
22          胡适  365254     88  20200719|20210328   712
23         张丰载   51382    103  20200719|20210328   689
24         张永新    5508     94  20200719|20210328   676
25         辜鸿铭  182174    118  20200719|20210328   674
26         张光北   30258     98  20200719|20210328   635
27          高爽    2136    104  20200719|20210328   623
28    我们的法兰西岁月   13644    131  20200719|20210328   619
29         蔡元培  234990     98  20200719|20210328   615
