             word       pv  ratio             period   sim
0        觉醒年代停播原因    41768    219  20200719|20210704  2290
1      觉醒年代免费观看全集   706954    150  20200719|20210704  2171
2         觉醒年代电视剧    29772    111  20200719|20210704  1875
3              张桐   165418    173  20200719|20210704  1794
4              觉醒    57724    100  20200719|20210704  1739
5             张晚意   243034    126  20200719|20210704  1658
6            觉醒时代   153332    147  20200719|20210704  1578
7             马启越   102352    141  20200719|20210704  1363
8        觉醒年代在线观看    35202    102  20200719|20210704  1345
9   觉醒年代在哪个APP可以看    25340    132  20200719|20210704  1214
10        觉醒年代观后感    92894     90  20200719|20210704  1180
11        觉醒年代演员表   228842    168  20200719|20210704  1141
12            陈独秀  4954100    231  20200719|20210704  1131
13            周显欣    48854    141  20200719|20210704  1089
14             曹磊    54426    120  20200719|20210704  1012
15            于和伟   429530    115  20200719|20210704  1000
16      觉醒年代为什么禁播    29818    195  20200719|20210704   963
17      觉醒年代在哪个台播    24210    165  20200719|20210704   940
18            马少骅    50932    144  20200719|20210704   916
19           朱刚日尧    34542    134  20200719|20210704   859
20            陈延年  1365218    228  20200719|20210704   855
21       觉醒年代剧情介绍    52968    139  20200719|20210704   848
22            侯京健    59142    134  20200719|20210704   817
23          光荣与梦想   132320     92  20200719|20210704   786
24            夏德俊    19392    134  20200719|20210704   746
25         理想照耀中国   360126    124  20200719|20210704   744
26            李大钊  2978774    224  20200719|20210704   731
27            王鹏凯    14924    150  20200719|20210704   708
28            张丰载   309614    134  20200719|20210704   704
29         星辰大海歌词    22442    126  20200719|20210704   557
30           觉醒年代  3968494    136  20200719|20210704    48
