             word       pv  ratio             period   sim
0            觉醒时代    96994    145  20200719|20210523  2521
1      觉醒年代免费观看全集   166616    169  20200719|20210523  2344
2         觉醒年代观后感    54920    117  20200719|20210523  2116
3             张晚意   112614    156  20200719|20210523  1898
4              觉醒    35934    102  20200719|20210523  1877
5         觉醒年代演员表    66944    158  20200719|20210523  1741
6              张桐    84794    131  20200719|20210523  1616
7   觉醒年代在哪个APP可以看    28396    320  20200719|20210523  1556
8             陈独秀  1391604    144  20200719|20210523  1553
9             王鹏凯    12862    122  20200719|20210523  1305
10            陈延年   443272    146  20200719|20210523  1301
11           朱刚日尧    14242    109  20200719|20210523  1133
12            山海情   111120    129  20200719|20210523  1121
13            周显欣    16688    125  20200719|20210523  1030
14         理想照耀中国   447008    102  20200719|20210523  1019
15             曹磊    27410    126  20200719|20210523  1010
16            李大钊   785762    135  20200719|20210523   955
17            马启越    32404    155  20200719|20210523   857
18            于和伟   303524     93  20200719|20210523   826
19            马少骅    46210    279  20200719|20210523   818
20            张丰载   125874    150  20200719|20210523   806
21            央视频   211076    263  20200719|20210523   717
22            张永新    10104    159  20200719|20210523   713
23             胡适   515722    138  20200719|20210523   695
24            侯京健    16124     81  20200719|20210523   657
25            辜鸿铭   331938    168  20200719|20210523   624
26           1921    86536     20  20200719|20210523   618
27            夏德俊     5558    122  20200719|20210523   596
28            蔡元培   327360    134  20200719|20210523   554
29           大浪淘沙    83588     92  20200719|20210523   523
