          word      pv  ratio             period   sim
0         觉醒时代   56592    142  20200719|20210418  3020
1          张晚意   28138     99  20200719|20210418  2951
2          张晚意   28138     99  20200719|20210418  2951
3   觉醒年代免费观看全集   85494    100  20200719|20210418  2413
4           张桐   32382     86  20200719|20210418  2016
5      觉醒年代演员表   32188     64  20200719|20210418  2012
6           觉醒   26786    108  20200719|20210418  1962
7          王鹏凯    5918     88  20200719|20210418  1551
8          陈独秀  634364     91  20200719|20210418  1486
9          周显欣   11682     70  20200719|20210418  1285
10        朱刚日尧    9816     76  20200719|20210418  1284
11         陈延年  216228    102  20200719|20210418  1280
12         马少骅   13830     85  20200719|20210418  1181
13         夏德俊    4086     77  20200719|20210418  1087
14        走向共和   37600    103  20200719|20210418  1065
15         于和伟  155884     92  20200719|20210418   944
16         张丰载   51844    121  20200719|20210418   887
17         张永新    4390    117  20200719|20210418   878
18         侯京健   10618     92  20200719|20210418   820
19          曹磊   25794     97  20200719|20210418   816
20          胡适  282178    106  20200719|20210418   743
21         李大钊  710078     96  20200719|20210418   712
22         央视频  120878    188  20200719|20210418   706
23    我们的法兰西岁月   14236    114  20200719|20210418   690
24         辜鸿铭  160996    130  20200719|20210418   687
25         陈乔年   86556     94  20200719|20210418   631
26         蔡元培  180366    113  20200719|20210418   612
27         张思乐   16350     99  20200719|20210418   578
28   觉醒年代一共多少集     860     17  20200719|20210418   519
29         易白沙   39652    136  20200719|20210418   480
30          杨杏    3014     65  20200719|20210418   471
