             word       pv  ratio             period   sim
0      觉醒年代免费观看全集   224092    134  20200719|20210530  2702
1            觉醒时代    95890     99  20200719|20210530  2336
2         觉醒年代观后感    64154    117  20200719|20210530  2179
3   觉醒年代在哪个APP可以看    26134     92  20200719|20210530  2025
4              觉醒    36638    102  20200719|20210530  1923
5             张晚意   125472    111  20200719|20210530  1873
6              张桐    64484     76  20200719|20210530  1774
7             马启越    37676    116  20200719|20210530  1453
8             王鹏凯    16796    131  20200719|20210530  1370
9         觉醒年代演员表    75124    112  20200719|20210530  1339
10            陈独秀  1507088    108  20200719|20210530  1285
11             曹磊    32638    119  20200719|20210530  1215
12           朱刚日尧    17094    120  20200719|20210530  1160
13            陈延年   491390    111  20200719|20210530  1100
14            周显欣    18174    109  20200719|20210530  1031
15            马少骅    30184     65  20200719|20210530   917
16         理想照耀中国   527710    118  20200719|20210530   907
17            李大钊   882432    112  20200719|20210530   877
18            央视频   161778     77  20200719|20210530   871
19            于和伟   327460    108  20200719|20210530   849
20          光荣与梦想   313000   1953  20200719|20210530   813
21            张永新     8128     80  20200719|20210530   733
22            张丰载   162550    129  20200719|20210530   720
23            山海情    92362     83  20200719|20210530   686
24             胡适   661426    128  20200719|20210530   672
25            夏德俊     6684    120  20200719|20210530   658
26            辜鸿铭   376894    114  20200719|20210530   600
27            蔡元培   421134    129  20200719|20210530   580
28             年代     4978    103  20200719|20210530   561
29            张思乐    34162    119  20200719|20210530   513
