             word       pv  ratio             period   sim
0      《觉醒年代》在线观看    31576     45  20200719|20210620  3037
1      觉醒年代免费观看全集   562566     87  20200719|20210620  2289
2              觉醒    60216     78  20200719|20210620  1866
3         觉醒年代观后感   130014    122  20200719|20210620  1833
4            觉醒时代   140802     58  20200719|20210620  1817
5             张晚意   219404     99  20200719|20210620  1802
6              张桐   107902     93  20200719|20210620  1720
7             马启越    93486    116  20200719|20210620  1565
8         觉醒年代电视剧    27674     58  20200719|20210620  1560
9   觉醒年代在哪个APP可以看    30544     50  20200719|20210620  1450
10       觉醒年代在线观看    33528     57  20200719|20210620  1319
11            陈独秀  2659072    104  20200719|20210620  1307
12        觉醒年代演员表   160666    106  20200719|20210620  1264
13      觉醒年代在哪个台播    24860     69  20200719|20210620  1152
14             曹磊    51854    101  20200719|20210620  1130
15            马少骅    42768     91  20200719|20210620  1117
16            王鹏凯    20536     61  20200719|20210620  1107
17            周显欣    38442    106  20200719|20210620  1086
18       觉醒年代作文素材    45700    128  20200719|20210620  1044
19            于和伟   436514     86  20200719|20210620   977
20       觉醒年代剧情介绍    45812     98  20200719|20210620   923
21           朱刚日尧    30392    118  20200719|20210620   920
22            陈延年   810102     98  20200719|20210620   837
23            李大钊  1612520    111  20200719|20210620   835
24          光荣与梦想   242396     68  20200719|20210620   811
25         理想照耀中国   383648    100  20200719|20210620   810
26            夏德俊    17576    109  20200719|20210620   784
27            侯京健    54014     83  20200719|20210620   696
28            张丰载   283548    103  20200719|20210620   690
29             胡适  1179446    117  20200719|20210620   626
