          word      pv  ratio             period   sim
0   觉醒年代为什么不播了   14680     19  20200719|20210307  4687
1      觉醒年代演员表   53662    230  20200719|20210307  3979
2   觉醒年代免费观看全集   77192    149  20200719|20210307  2304
3          周显欣   15292    159  20200719|20210307  2095
4           张桐   21984    126  20200719|20210307  1959
5          王鹏凯    7968    153  20200719|20210307  1737
6         朱刚日尧    8796    139  20200719|20210307  1453
7          马少骅   17766     96  20200719|20210307  1363
8           觉醒   21736     89  20200719|20210307  1305
9          侯京健   15826    184  20200719|20210307  1295
10         张晚意   12134     51  20200719|20210307  1191
11         张思乐   13424    144  20200719|20210307  1132
12          曹磊   10672    153  20200719|20210307  1083
13         陈独秀  484076    150  20200719|20210307  1079
14          杨杏    4414    356  20200719|20210307   745
15         李大钊  300548    151  20200719|20210307   679
16         于和伟  132408     89  20200719|20210307   677
17         陈延年  183900    209  20200719|20210307   646
18         张丰载   51396    255  20200719|20210307   615
19         夏德俊    2598    135  20200719|20210307   598
20         张永新    2786    145  20200719|20210307   586
21    我们的法兰西岁月    4062    102  20200719|20210307   580
22         蔡元培  174824    172  20200719|20210307   572
23         武笑羽    6138     89  20200719|20210307   571
24          胡适  202072    114  20200719|20210307   513
25          牟星   19204     87  20200719|20210307   482
26         辜鸿铭   84852     99  20200719|20210307   470
27          林纾   59822    456  20200719|20210307   450
28         易群先   39862  53868  20200719|20210307   442
29         邵飘萍   56262   1070  20200719|20210307   408
