region,title,view_num,danmu,upload_time,up_author,video_url
影视杂谈,安利《觉醒年代》：上到九十九下到刚会走都可以看这部剧！现象级好剧！值得反复观看！,13.7万,535,2021-04-21,辛西娅撩剧,www.bilibili.com/video/BV1y54y1L7qe?from=search
影视杂谈,台湾人聊《觉醒年代》：第一次听说人血馒头，吓坏了,13.5万,152,2021-06-09,报告兔长官,www.bilibili.com/video/BV1ry4y1u7za?from=search
影视剪辑,觉醒年代‖八佰‖少年中国说,9.1万,119,2021-05-16,一目五先森,www.bilibili.com/video/BV1wQ4y1o7Jc?from=search
影视剪辑,【觉醒年代】【刘师培个人向】江南又梦烟雨,13.9万,177,2021-05-06,雨打梨花深闭門,www.bilibili.com/video/BV12y4y1p7eq?from=search
影视剪辑,【觉醒年代/蔡元培欢乐向】热爱105℃的你（蔡公）,4.5万,77,2021-06-25,咩咩羊-咩,www.bilibili.com/video/BV1Nv411H7An?from=search
预告 资讯,【越来越晚】20210611新华网 觉醒年代 直播录屏 主越晚双人部分 【张晚意 ｜ 马启越 ｜ 林俊毅 ｜ 查文浩 ｜ 夏德俊】,8.8万,625,2021-06-11,瓶砸砸_,www.bilibili.com/video/BV1MB4y1M7RX?from=search
影视剪辑,【觉醒年代】1927.7.4乔年再也没有哥哥了,10.6万,13,2021-06-03,你说我的西皮是假的,www.bilibili.com/video/BV1uK4y1X7fi?from=search
手工,一页手帐 ｜ 《觉醒年代》YYDS！观影手帐·轻复古拼贴,2.5万,39,2021-07-01,月岛酱酱酱,www.bilibili.com/video/BV1QL411p7FM?from=search
影视杂谈,《觉醒年代》网友对延乔路的评论上央视了,20.2万,32,2021-05-02,指路为马混门罗,www.bilibili.com/video/BV1ay4y1p7PB?from=search
社会,专访｜《觉醒年代》导演张永新：不能低估了年轻观众的审美,19.0万,309,2021-04-15,北京日报客户端,www.bilibili.com/video/BV1WA411L7za?from=search
影视剪辑,【觉醒年代】奶凶奶凶的乔年，可爱死啦~,6.4万,3,2021-06-12,深海婆婆,www.bilibili.com/video/BV1gK4y197Sy?from=search
影视杂谈,台湾人聊《觉醒年代》：陈延年之死,12.8万,55,2021-06-11,报告兔长官,www.bilibili.com/video/BV18b4y1d7V1?from=search
影视剪辑,觉醒年代，陈乔年陈延年，(含眉开延笑）不磕就不要进，怕弹幕引起不适。欢乐向!请一定要看完，从头笑到尾!咋乐咋来!今晚加更!,17.1万,425,2021-05-03,微风知晚意,www.bilibili.com/video/BV1NQ4y1f7j1?from=search
影视剪辑,共和死了，我不会死。|觉醒年代,3.8万,180,2021-06-24,一未言青,www.bilibili.com/video/BV1if4y1t7bC?from=search
影视剪辑,【觉醒年代丨鲁迅/曹磊个人】 你有没有见过他 ‖ 他有没有向你朗诵闪电一般霹雳诗歌,15.4万,55,2021-05-04,iamWednesday,www.bilibili.com/video/BV1hQ4y1d76p?from=search
短片,【觉醒年代-白兰】当白兰站上台演讲的那一刻，心都颤动了，吾辈当自强,4.3万,5,2021-06-28,夏之鸣蝉,www.bilibili.com/video/BV1wv411H7f6?from=search
影视剪辑,【觉醒年代】李大钊夫妇的爱情，没有拥抱，却把爱情诠释地淋漓尽致！,18.8万,462,2021-04-28,金兰小富贵儿,www.bilibili.com/video/BV1J64y1U7XU?from=search
职业职场,【公考热点】面试时敢不敢给考官讲个故事?用觉醒年代拆解志气骨气底气!,1.2万,0,2021-07-11,逻辑mao,www.bilibili.com/video/BV1hU4y1378D?from=search
影视剪辑,【觉醒年代】泪目，送别陈仲甫，政客终究不及文人啊！,20.6万,143,2021-05-04,来自意大利的李云龙,www.bilibili.com/video/BV19y4y1s7bb?from=search
短片,大学翻拍《觉醒年代》,6.0万,70,2021-06-23,ZHEEE11,www.bilibili.com/video/BV1LV411x7HA?from=search
影视剪辑,爆笑！原来觉醒年代胡适的扮演者还出演过这个名场面！,3.3万,56,2021-07-06,向上的冬瓜干,www.bilibili.com/video/BV15M4y1M7p7?from=search
影视剪辑,【觉醒年代】影视剧 当大清回来了,8152,17,2021-07-14,梁子最酷,www.bilibili.com/video/BV1ib4y1k789?from=search
影视剪辑,《觉醒年代》演员拍戏辛苦超乎想象,22.2万,197,2021-04-08,北京卫视大戏看北京,www.bilibili.com/video/BV12f4y1W7xv?from=search
热点,豆瓣评分9.3的“神剧”如何炼成？央视专访《觉醒年代》主创,12.6万,1101,2021-05-04,小央视频,www.bilibili.com/video/BV1vo4y127iE?from=search
热点,太真实！《觉醒年代》于和伟生动诠释男女出门的区别！,14.9万,30,2021-05-11,央视频,www.bilibili.com/video/BV1kK4y1d7cZ?from=search
人文历史,“他从旧中国的雨水中走来”，《觉醒年代》导演谈剧中毛泽东出场镜头,4.3万,31,2021-06-16,央视频,www.bilibili.com/video/BV1cb4y1o7zy?from=search
预告 资讯,七·一再谈《觉醒年代》：老天给了一道光,3.1万,229,2021-07-01,四味毒叔官方,www.bilibili.com/video/BV1pb4y1y7Vj?from=search
影视杂谈,台湾人聊《觉醒年代》完整版P2：最爱陈独秀，最讨厌胡适，第一次听说辜鸿铭,11.5万,364,2021-06-10,报告兔长官,www.bilibili.com/video/BV1jf4y187hM?from=search
影视剪辑,【我们的法兰西岁月】大佬们青年时的欢乐留法日常｜看完觉醒年代的朋友们可以去康康我们的法兰西岁月！都是不可多得的好剧,13.8万,625,2021-05-10,最爱俊俊小天使,www.bilibili.com/video/BV1iK4y1d77h?from=search
短片,《觉醒年代》 这段我看一次笑一次哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,9.8万,93,2021-06-07,钰子酱-POKER,www.bilibili.com/video/BV1VB4y1M7mo?from=search
明星,《觉醒年代》编剧、主演做客开讲啦重看戳人片段，撒贝宁泪目：很多年轻人找到青春的意义。,9.2万,52,2021-06-09,青蛙嘎咕咕咕,www.bilibili.com/video/BV1r44y167EF?from=search
人文历史,《觉醒年代》青年演员马启越来新疆了，与两位少年探寻最美独库公路,3.4万,148,2021-06-25,中国青年报,www.bilibili.com/video/BV1Do4y1k7B9?from=search
影视剪辑,建党一百周年觉醒年代这大概是包办婚姻里比较幸福的一对了,2.4万,3,2021-07-04,玥玥电视小剧场,www.bilibili.com/video/BV1PL411W7m1?from=search
影视剪辑,「觉醒年代 | 十年人间」陈独秀个人向 | 独立高楼风满袖（已重制）,5.6万,146,2021-06-08,灯灯灯开灯,www.bilibili.com/video/BV1ty4y1u7X5?from=search
手工,又是被鼓舞的一天｜手写声控｜《觉醒年代》｜普鲁士蓝&橙｜白噪音｜笔触音｜助眠解压,4.0万,27,2021-06-26,甜IAN7,www.bilibili.com/video/BV1uv411H73T?from=search
影视杂谈,【觉醒年代Re】9.3分！回到那个追求真理与理想的年代～第一集,3.8万,703,2021-06-24,婧婧婧婧婧姐,www.bilibili.com/video/BV14B4y1K7Ud?from=search
日常,【yy】准高三生的暑假｜学习学习学习｜觉醒年代｜拿铁｜巧乐兹｜海底捞｜草莓魔法棒,5569,122,2021-07-13,xyyya-,www.bilibili.com/video/BV18o4y1D7FV?from=search
影视剪辑,【觉醒年代】搞笑篇：虽然你是警察，但我怀疑你是好人，更怀疑你是我党编外人员。,17.5万,211,2021-05-11,金兰小富贵儿,www.bilibili.com/video/BV16f4y1a7Gy?from=search
影视剪辑,【觉醒年代|不知道算不算彩蛋】带预言家张丰载：海威真的跟白兰在一起了,15.7万,30,2021-05-22,太甜酱,www.bilibili.com/video/BV1C64y1d7T8?from=search
影视剪辑,【觉醒年代｜少年组】“少年自有少年狂，身似山河挺脊梁”,12.4万,103,2021-05-04,春山待望,www.bilibili.com/video/BV1fK4y1w7j6?from=search
影视剪辑,觉醒年代小细节，张勋复辟的北京城,1.5万,3,2021-07-11,保温杯里记得泡枸杞吖,www.bilibili.com/video/BV1164y1b7xD?from=search
影视杂谈,【觉醒年代】陈乔年是什么人间小可爱？,26.2万,137,2021-04-02,深眸眼绿484,www.bilibili.com/video/BV1364y1S73K?from=search
影视剪辑,【觉醒年代】乔年看延年的样子像极了我小时候收红包，先看我妈的眼神,10.6万,14,2021-05-17,你说我的西皮是假的,www.bilibili.com/video/BV1K54y1V7nT?from=search
影视剪辑,【觉醒年代-张丰载】“我家疯崽也很可爱！”易燃易爆炸,10.4万,100,2021-06-04,仿生猫会梦见电子鱼嘛,www.bilibili.com/video/BV1LB4y1g7E9?from=search
影视杂谈,【觉醒年代Re】第六集～校长就职！学长上任～！,8386,105,2021-07-11,婧婧婧婧婧姐,www.bilibili.com/video/BV1eX4y1w7rB?from=search
影视剪辑,【觉醒年代yyds】他们关心家国大业，更关心你的身体健康,4.0万,102,2021-06-22,创意自留地,www.bilibili.com/video/BV1M64y197v6?from=search
影视剪辑,【觉醒年代】陈乔年抗议为什么只有哥哥能上桌,10.1万,30,2021-06-10,我叫猪钢巤,www.bilibili.com/video/BV1bo4y1y7Vx?from=search
影视剪辑,【觉醒年代】青年时期的冰心出现了，气质美女！,19.9万,23,2021-05-10,金兰小富贵儿,www.bilibili.com/video/BV1qv411575u?from=search
预告 资讯,【觉醒年代】Y Y D S,3.2万,16,2021-06-11,河南卫视,www.bilibili.com/video/BV1eQ4y197MU?from=search
综合,专访《觉醒年代》导演张永新：很多次边拍边流泪,4.1万,187,2021-06-21,侠客岛,www.bilibili.com/video/BV1rh411a7Fi?from=search
影视剪辑,【觉醒年代‖钱玄同个人欢乐向】拆屋代师·社会钱爷·小熊软糖·露德潜ʕ·ᴥ·ʔ,7.5万,99,2021-06-12,胃里有蝴蝶的阿盐,www.bilibili.com/video/BV17U4y157Ds?from=search
影视杂谈,觉醒年代回北大访谈视频,20.1万,1040,2021-04-20,樱桃之远MJ,www.bilibili.com/video/BV1gy4y1s7P8?from=search
影视剪辑,【觉醒年代】Sugar 中老年组全员欢乐向（可可爱爱）,17.2万,460,2021-04-21,莲サン,www.bilibili.com/video/BV13X4y137on?from=search
影视剪辑,【觉醒年代】“我看到了，中国的脊梁”,11.5万,144,2021-05-04,洛木尘阳,www.bilibili.com/video/BV19b4y1Z7SH?from=search
影视剪辑,【觉醒年代｜欢乐向｜陈家父子爆笑斗法】笑点千百万 陈家占一半 每天看一遍 烦恼都不见,3.0万,36,2021-06-28,山东卫视,www.bilibili.com/video/BV1Kv411H7DP?from=search
影视剪辑,【觉醒年代｜于和伟｜陈独秀个人向】他这一生都在失去，却也倒在了黎明前,5.9万,272,2021-06-02,楼夕夕楼,www.bilibili.com/video/BV1cg411G7di?from=search
影视剪辑,觉醒年代 这场戏可是花了很多功夫在里面的！细细品读，你会发现新大陆！,2.6万,0,2021-07-05,保温杯里记得泡枸杞吖,www.bilibili.com/video/BV1yq4y1s776?from=search
影视剪辑,觉醒年代||欢乐向剪辑“为了不哭大声笑，为了不烦大声呸！”只要剪的够甜刀子就追不上我！,16.2万,254,2021-04-15,梁亦木,www.bilibili.com/video/BV14U4y1h7nx?from=search
翻唱,【鲁迅】起风了 / 愿中国青年都摆脱冷气，只是向上走 / 觉醒年代,2.4万,195,2021-06-30,陈满满_Yu,www.bilibili.com/video/BV1Lf4y1b7vg?from=search
影视剪辑,【觉醒年代 陈延年 陈乔年】-少年自有少年狂 心似骄阳万丈光,9.0万,33,2021-05-10,Jade花花-,www.bilibili.com/video/BV1aq4y1773X?from=search
影视剪辑,【觉醒年代高燃】寻着光的方向 把你遗忘 回忆折旧成我倔强的模样,8.9万,107,2021-05-21,承枫之翼,www.bilibili.com/video/BV1zQ4y1R7yF?from=search
明星,【张晚意】觉醒年代里的陈延年“既已许国，再难许卿” 每个镜头都有深意,5.8万,18,2021-05-23,人间小桂花呀,www.bilibili.com/video/BV14K4y1G7Qz?from=search
社会,北大红楼、《新青年》编辑部……实地探访《觉醒年代》里高频出现的历史遗迹,4300,2,2021-07-12,新华社快看,www.bilibili.com/video/BV1LB4y1N7Gr?from=search
影视剪辑,【觉醒年代】乔年好可爱啊，萌萌的特别奶,8.1万,7,2021-05-17,歆壹娱乐,www.bilibili.com/video/BV14y4y1W7WN?from=search
影视剪辑,【觉醒年代|欢乐向】-北大双兔相爱相杀的欢乐日常,3.4万,132,2021-06-29,浮尘微刃,www.bilibili.com/video/BV1TB4y1T7Bp?from=search
影视剪辑,【觉醒年代||刘师培】人间不值得/中了病弱美人刘申叔的毒~,9.3万,168,2021-05-18,lvseshalou,www.bilibili.com/video/BV11v41157bu?from=search
预告 资讯,【第27届上海电视节白玉兰奖】最佳男主角  于和伟《觉醒年代》,8.6万,398,2021-06-10,此生最惨梦望重,www.bilibili.com/video/BV1dv411V7iz?from=search
影视剪辑,【觉醒年代】_现实生活中也很像哥哥弟弟呀,5.2万,11,2021-06-16,你说我的西皮是假的,www.bilibili.com/video/BV16q4y1L7gg?from=search
日常,《觉醒年代》 yyds！,8.5万,50,2021-06-09,台妹胖蕊_,www.bilibili.com/video/BV15Q4y197bV?from=search
影视剪辑,【觉醒年代】_守常走了 延年也走了 这一刻他失去了挚友也失去了他的儿子们,10.4万,6,2021-06-08,再难也不放弃希望i,www.bilibili.com/video/BV1gh411a7AC?from=search
影视剪辑,已经惊呆我了！！觉醒年代剧抛脸群像（最后一个 我看了片尾曲才确定,7.2万,600,2021-06-10,追星的颓废青年,www.bilibili.com/video/BV1P54y1G79E?from=search
影视剪辑,【觉醒年代】陈独秀：“他有病”  刘师培：“那我走？”,9.3万,38,2021-06-03,晓晓的陈陈,www.bilibili.com/video/BV1rA41137di?from=search
影视剪辑,觉醒年代搞笑担当陈仲甫,12.8万,89,2021-05-17,众创说影视,www.bilibili.com/video/BV12A411G7hz?from=search
影视剪辑,【觉醒年代】催稿攻略(鲁迅:在写了在写了(T ^ T),7.1万,25,2021-06-12,古城小道い,www.bilibili.com/video/BV1RB4y1T7d2?from=search
影视剪辑,这段笑si&quot;我才是陈仲甫...他是假的&quot;&quot;他有病...&quot;[觉醒年代]陈独秀与胡适之初见,11.4万,123,2021-05-21,Alice环环,www.bilibili.com/video/BV1Nv411L7eo?from=search
影视剪辑,【觉醒年代/黄侃X钱玄同】最喜欢看他们两吵架了！！,1.2万,6,2021-07-08,困困困2008,www.bilibili.com/video/BV16M4y1M7kk?from=search
影视剪辑,【觉醒年代 | 南陈北李 | 真相是真】“我与你共进退。”,4858,16,2021-07-11,灯灯灯开灯,www.bilibili.com/video/BV1o44y1q7cr?from=search
影视剪辑,陈家父子互怼太可爱了！今天7月4日是陈延年烈士牺牲94周年，赴死那段瞬间泪崩！这才是我们青年的楷模觉醒年代,1.7万,8,2021-07-04,保温杯里记得泡枸杞吖,www.bilibili.com/video/BV1Uo4y1Q7bn?from=search
社科·法律·心理,1947，觉醒年代重来【从书说起·余亮】,12.7万,891,2021-04-25,余不是大钊老师,www.bilibili.com/video/BV1Fb4y1Q7gk?from=search
影视杂谈,《觉醒年代》正式收官！结局选点意味深长，胡适的误杀让人遗憾,30.0万,61,2021-03-25,虎妹大电影,www.bilibili.com/video/BV1Zh411S7hf?from=search
影视剪辑,【觉醒年代】来听鲁迅先生的演讲！魅力四射！,14.7万,70,2021-05-10,金兰小富贵儿,www.bilibili.com/video/BV1Kf4y1Y7ze?from=search
鬼畜调教,【觉醒年代】北大教授团的课间游戏,2.8万,67,2021-06-29,欧文丽贝卡,www.bilibili.com/video/BV1Kf4y1b7Bv?from=search
健身,追觉醒年代，跟练同款健身操！新青年野蛮体魄吧！,921,30,2021-07-15,卡罗尔的歌,www.bilibili.com/video/BV1sv411n7ne?from=search
明星,"《觉醒年代》幕后花絮欢乐多多,于和伟萌萌哒",8.5万,17,2021-06-07,青蛙嘎咕咕咕,www.bilibili.com/video/BV17w411Z7Ad?from=search
影视剪辑,【觉醒年代|欢乐向】如果用家有儿女的方式打开觉醒年|可可爱爱的文人日常,4.6万,65,2021-06-14,棉袄君TmT,www.bilibili.com/video/BV1Ch411a7ER?from=search
影视剪辑,【觉醒年代】陈独秀吃饭没带钱，看这两父子吵架太有意思,23.8万,454,2021-03-28,彬-彬-彬,www.bilibili.com/video/BV1oA411N7oG?from=search
影视剪辑,这就是一部高考满分作文！！！｜觉醒年代,5.8万,34,2021-06-07,柳柳柳枝,www.bilibili.com/video/BV1DU4y1V75Q?from=search
影视剪辑,【觉醒年代】【全员礼仪】看我泱泱大国 巍巍华夏 礼仪之邦！！！,4.0万,29,2021-06-16,点点好运来,www.bilibili.com/video/BV1iB4y1M7BB?from=search
影视剪辑,【觉醒年代 | 中国少年说】“千难万挡 我去闯 今朝唯我 少年郎”，他们是我们热爱和铭记的人！,5.4万,64,2021-06-08,珺墨良钰,www.bilibili.com/video/BV1io4y1y72k?from=search
短片,《觉醒年代》李大钊和赵纫兰绝美的爱情故事,18.9万,790,2021-04-05,紫水晶_dj,www.bilibili.com/video/BV1MZ4y1c7e3?from=search
预告 资讯,张桐演技名场面，本届白玉兰奖提名名单入围，《觉醒年代》张桐没有入围,9.6万,65,2021-05-21,雷小锋君,www.bilibili.com/video/BV1x54y1V7bS?from=search
翻唱,【知夏翻唱】用《星辰大海》的方式打开觉醒年代（建党100周年特别投稿）,1.5万,82,2021-07-01,知夏SAMA嗷呜呜,www.bilibili.com/video/BV1fV411p754?from=search
影视剪辑,【觉醒年代】之搞笑篇 陈延年：我爸庆祝我关监狱，真亲爸也！,17.0万,53,2021-04-28,金兰小富贵儿,www.bilibili.com/video/BV1BB4y1c7Pc?from=search
明星,【花絮】觉醒年代人物特辑完整版，毕彦君谈辜鸿铭，是一个坚定的爱国者,10.4万,246,2021-05-20,慕色梦境,www.bilibili.com/video/BV1hb4y1o7CB?from=search
影视剪辑,大决战这是要媲美觉醒年代，恢弘的场面，客观的表达那一段历史,4.4万,50,2021-06-28,俊采星驰-1,www.bilibili.com/video/BV1x5411T7NP?from=search
影视剪辑,【觉醒年代|白兰中心向】心刚答应我说，毕业之后，就带我回青岛老家结婚呢……,1.2万,9,2021-07-07,小曜小曜很闪耀,www.bilibili.com/video/BV1vK4y1M7ti?from=search
影视杂谈,【觉醒年代Re】第四集～无论将来做什么，要当一个堂堂正正的人！,9576,285,2021-07-07,婧婧婧婧婧姐,www.bilibili.com/video/BV1c54y1n7iD?from=search
手工,《觉醒年代》来啦！｜钢笔手写声控｜浓郁墨水｜白噪音｜笔触音｜助眠解压,5290,9,2021-07-12,甜IAN7,www.bilibili.com/video/BV1PK4y1u7mQ?from=search
影视杂谈,【觉醒年代Re】第五集～搞投资！搞事业！搞教育！,8722,161,2021-07-09,婧婧婧婧婧姐,www.bilibili.com/video/BV1aX4y1w7UD?from=search
影视剪辑,快来看看鲁迅先生有多可爱哈哈哈哈【觉醒年代】,25.0万,92,2021-03-14,鼓鼓小可爱呀,www.bilibili.com/video/BV1Cy4y147Sj?from=search
人文历史,从《觉醒年代》看各国国旗发展，真的还原细节,19.6万,486,2021-03-10,史图馆,www.bilibili.com/video/BV1sz4y117tQ?from=search
影视剪辑,【觉醒年代】陈独秀|“终于开始学会眷恋这人间”,7.7万,282,2021-05-04,范不咸咸咸咸,www.bilibili.com/video/BV1k64y1272T?from=search
影视剪辑,【觉醒年代最强气氛组】这是你一直在找的北大拉琴小哥哥吗？,13.2万,44,2021-04-24,李家染二,www.bilibili.com/video/BV1Yh411S7Dz?from=search
热点,《觉醒年代》在港开播 梁振英：让港人了解民族觉醒和建党艰辛十分必要,8142,0,2021-07-13,深圳卫视直新闻,www.bilibili.com/video/BV1tf4y1j75t?from=search
人文历史,【觉醒年代】大佬之黄侃：“骂”胡适，我是专业的,5.1万,24,2021-06-21,凤凰网文化,www.bilibili.com/video/BV1B5411T7Qa?from=search
影视杂谈,【刘琳】——《觉醒年代》张永新导演评刘琳演技,3.0万,24,2021-06-30,金沙江畔1,www.bilibili.com/video/BV1Aq4y1x7ix?from=search
综合,“鲁迅”在鲁迅故居聊鲁迅！《觉醒年代》导演张永新 演员曹磊登岛畅聊～,1.5万,67,2021-07-06,侠客岛,www.bilibili.com/video/BV1Kv411p7jE?from=search
影视剪辑,【2021高考季】《觉醒年代》毛泽东写文《体育之研究》获陈独秀赏识,4.0万,27,2021-06-07,央视频,www.bilibili.com/video/BV17w411Z7nC?from=search
人文历史,进击的黄侃（上）觉醒年代前的革命家,5.4万,110,2021-06-11,樊波成,www.bilibili.com/video/BV1Tf4y18715?from=search
热点,【觉醒年代】李大钊介绍五一国际劳动节由来,8.0万,97,2021-05-01,央视频,www.bilibili.com/video/BV1L54y1j7c6?from=search
校园学习,【作文素材】《觉醒年代》成高考全押大神，热血经典台词值得借鉴（附示例）,1.8万,1,2021-07-02,笔尖作文,www.bilibili.com/video/BV1564y1b7a1?from=search
影视剪辑,【觉醒年代】众人品读狂人日记,13.7万,143,2021-04-29,氯逗羰,www.bilibili.com/video/BV1BQ4y1Z7A9?from=search
影视剪辑,【觉醒年代】“他头发都没机会白...”,3.9万,159,2021-06-11,秦巴少年_,www.bilibili.com/video/BV1M54y1G7Qm?from=search
明星,"《觉醒年代》花絮,那一刻 他 就是鲁迅：“演鲁迅先生真的很幸福”",9.4万,142,2021-05-22,恋上那阿衍aa,www.bilibili.com/video/BV1C5411u7fA?from=search
社科·法律·心理,陈情令跟红楼梦并列，觉醒年代下四处猛刷。瞎的ky太让人讨厌。,2.5万,45,2021-06-25,鸽水A,www.bilibili.com/video/BV19U4y1G7Ph?from=search
影视剪辑,【觉醒年代｜10组群像】『雀跃』（重传）亲情·爱情·友情向｜部分双声道,3.2万,192,2021-06-06,追星红娘张肆月,www.bilibili.com/video/BV1oV411x7cK?from=search
影视剪辑,【觉醒年代】蔡可爱：自己三顾茅庐请回来的皮皮秀只能宠着！,5.1万,6,2021-05-30,你一定要相信光-,www.bilibili.com/video/BV1WV41177MY?from=search
影视剪辑,觉醒年代丨欢乐向丨暴躁德潜，在线怼人,13.4万,46,2021-04-23,陌起妃泽,www.bilibili.com/video/BV1Uo4y1f7Jf?from=search
日常,被闺蜜按头安利觉醒年代 ，还设置了截止期限，我现在担心她让我看完之后写思想感悟,6.5万,5,2021-06-02,迷途的羔羊br,www.bilibili.com/video/BV1fQ4y1X7Jp?from=search
人文历史,“ 爆 款 ” 来 了 ～｜狂人日记｜觉醒年代,9663,33,2021-06-29,KK邓小心,www.bilibili.com/video/BV1QU4y1g7fZ?from=search
影视剪辑,觉醒年代｜我只是第一次做人，不知道多疼也要忍｜全员回顾,3.5万,46,2021-06-14,我说白冶余狂啊,www.bilibili.com/video/BV1pw411f7rv?from=search
影视剪辑,【觉醒年代｜和光同尘】生逢乱世，即使命运如蝼蚁，但仍有人心向光明,7.9万,64,2021-05-28,莫祁Ka,www.bilibili.com/video/BV1cv411V7x6?from=search
影视剪辑,【海底】百万填词|觉醒年代版“恰少年英贤豪气”,1.2万,37,2021-06-29,大概是王大可吧,www.bilibili.com/video/BV1tU4y1V7nZ?from=search
影视剪辑,【觉醒年代】陈独秀一直记得儿子们的喜好啊，父爱无声却如山,5.1万,4,2021-05-29,Mary不在家,www.bilibili.com/video/BV1uK4y1V7eq?from=search
影视剪辑,【觉醒年代×易群先】她好勇，我好喜欢。,5.4万,2,2021-06-12,Leo冰糖葫芦,www.bilibili.com/video/BV1Vf4y187Dc?from=search
热点,五四|陈延年《觉醒年代》名场面再现，张晚意回复网友评论,9.9万,412,2021-05-03,新华网,www.bilibili.com/video/BV1yA41137EJ?from=search
影视杂谈,[觉醒年代] 就没有我鲁迅先生踩不上的点,3.5万,36,2021-06-17,爱追剧的瓜皮,www.bilibili.com/video/BV1q64y1r7hs?from=search
预告 资讯,【觉醒年代｜花絮】主易群先何孟雄陈延年柳眉对峙张丰载的片花,7.7万,172,2021-06-03,兔兔可爱怎么吃,www.bilibili.com/video/BV1W5411M7M9?from=search
音乐综合,李玉刚新歌《万疆》，搭配《觉醒年代》听哭了，网友：他最应该上春晚,4.6万,12,2021-06-23,嗨嗨音乐秀,www.bilibili.com/video/BV1oV411s7ia?from=search
影视剪辑,觉醒年代：错位时空重新填词版,5.8万,72,2021-05-22,桃子卟灵卟灵,www.bilibili.com/video/BV13K4y1G7mT?from=search
影视杂谈,觉醒年代吸粉的秘诀?很简单，致敬用心了而已！,4.3万,202,2021-06-11,吃瓜少女叨小叨,www.bilibili.com/video/BV1Eh411a7qX?from=search
影视剪辑,【觉醒年代｜欢乐向】每天一遍 烦恼再见！,2.4万,140,2021-06-25,小满日和u,www.bilibili.com/video/BV1X44y1i75V?from=search
影视剪辑,5位李大钊先生饰演者，汪涵很惊喜，《觉醒年代》张桐最契合！,5.0万,84,2021-06-17,鬼哥剑影,www.bilibili.com/video/BV1C54y1G7yk?from=search
预告 资讯,【觉醒年代｜张晚意个人花絮】未来可期！期待新剧！,4.6万,23,2021-06-09,这羊一会,www.bilibili.com/video/BV1Gw411f7dm?from=search
影视剪辑,生逢乱世，即使命运如蝼蚁，但仍有人心向阳光【觉醒年代|群像|庆祝建党一百年】,3.1万,79,2021-06-11,泡芙甜腻了,www.bilibili.com/video/BV1KK4y197Ha?from=search
影视剪辑,【觉醒年代】戏精篇：老子临走前干票大的，活埋张丰载！,13.0万,98,2021-05-05,金兰小富贵儿,www.bilibili.com/video/BV1uQ4y1o7YN?from=search
影视剪辑,【觉醒年代】易群先：我哭倒长城，砸死你,12.1万,72,2021-05-16,咸鱼没有假期,www.bilibili.com/video/BV1xQ4y1o7z1?from=search
预告 资讯,《觉醒年代》导演张永新白玉兰奖归来，详解观众的“意难平”,2.3万,316,2021-06-29,四味毒叔官方,www.bilibili.com/video/BV1uX4y1w7fK?from=search
人文历史,【觉醒年代】陈独秀：大钊走了，延年不在，我也要离开了,2.5万,47,2021-06-29,一颗进击的糖,www.bilibili.com/video/BV11o4y1Q7iU?from=search
演奏,【全网首发】钢琴演奏《觉醒年代》主题曲，看到最后瞬间泪目！——【建党100周年献礼作品】,1.9万,66,2021-06-26,新兰的乐章,www.bilibili.com/video/BV1CB4y1K7NE?from=search
人文历史,【觉醒年代】陈独秀：大钊走了，延年不在，我也要离开了,2.5万,47,2021-06-29,一颗进击的糖,www.bilibili.com/video/BV11o4y1Q7iU?from=search
演奏,【全网首发】钢琴演奏《觉醒年代》主题曲，看到最后瞬间泪目！——【建党100周年献礼作品】,1.9万,66,2021-06-26,新兰的乐章,www.bilibili.com/video/BV1CB4y1K7NE?from=search
影视剪辑,《觉醒年代》于和伟演技炸裂！,4.7万,19,2021-06-19,军君爱剪辑,www.bilibili.com/video/BV11U4y157Cp?from=search
影视杂谈,【看片番】疯狂输出！全网首个觉醒年代赵世炎单人卡段Reaction,3.1万,244,2021-06-26,巨有钱的饭,www.bilibili.com/video/BV1x54y1H7sd?from=search
影视剪辑,【陈独秀|陈延年】 果然是亲父子【觉醒年代】,4.7万,1,2021-06-10,哭唧唧的小疯狗,www.bilibili.com/video/BV1ry4y1u73j?from=search
影视剪辑,【觉醒年代】刘师培个人向·申叔 | 我 为 你 梦 入 戏,5.0万,112,2021-05-04,蘸糖吃西红柿,www.bilibili.com/video/BV1rv411j7QU?from=search
影视剪辑,【觉醒年代】搞笑篇 傅斯年：跑死我算了。,12.5万,90,2021-05-07,金兰小富贵儿,www.bilibili.com/video/BV1VB4y1w7ix?from=search
影视剪辑,【觉醒年代】世界上只有两个好人，一个是蔡元培，另一个就是我辜鸿铭......,4.5万,1,2021-06-17,饭之律者的崛起,www.bilibili.com/video/BV1Uy4y1u7ho?from=search
影视杂谈,台湾网友看【觉醒年代】获得白玉兰奖，感觉实至名归,7.0万,16,2021-06-11,台湾老公举,www.bilibili.com/video/BV1G44y167dn?from=search
社科·法律·心理,觉醒年代：美国背弃公理，他振臂一呼：“让人民自己出来解决问题吧！”,9.4万,138,2021-05-10,观学院官方,www.bilibili.com/video/BV1yq4y177hs?from=search
影视杂谈,【理娱】大制作，小心思——献礼剧请照着《觉醒年代》拍！,7.0万,284,2021-06-01,理娱打挺疼,www.bilibili.com/video/BV1GK4y137p5?from=search
