          word      pv  ratio             period   sim
0          张晚意   28296    116  20200719|20210411  4399
1           张桐   37710     84  20200719|20210411  2930
2      觉醒年代演员表   50308     88  20200719|20210411  2875
3         觉醒时代   39854     90  20200719|20210411  2563
4          周显欣   16682     96  20200719|20210411  2322
5          王鹏凯    6720    112  20200719|20210411  2103
6         朱刚日尧   12924     97  20200719|20210411  2057
7          马少骅   16248     90  20200719|20210411  1627
8           曹磊   26548    123  20200719|20210411  1589
9   觉醒年代免费观看全集   85908     88  20200719|20210411  1585
10         陈独秀  697214     98  20200719|20210411  1468
11          觉醒   24854     98  20200719|20210411  1396
12         夏德俊    5334    106  20200719|20210411  1388
13         于和伟  168536    118  20200719|20210411  1178
14         陈延年  211770     95  20200719|20210411  1141
15         张思乐   16462    119  20200719|20210411  1101
16         侯京健   11538     83  20200719|20210411   989
17          杨杏    4656    100  20200719|20210411   826
18         张丰载   42928     87  20200719|20210411   814
19         张永新    3752     99  20200719|20210411   779
20    我们的法兰西岁月   12456     91  20200719|20210411   713
21         李大钊  742814    103  20200719|20210411   686
22         武笑羽    5184     92  20200719|20210411   670
23          胡适  266136     95  20200719|20210411   670
24          高爽    1922    100  20200719|20210411   667
25         毕彦君    8258    105  20200719|20210411   642
26         陈乔年   92396     93  20200719|20210411   595
27         辜鸿铭  123550     99  20200719|20210411   574
28         蔡元培  160106     87  20200719|20210411   553
29          牟星   15304     96  20200719|20210411   542
